"Name","Directory","Length","CreationTime","LastWriteTime","DigitalSignature"
"expr.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","111126","2025-08-27 8:08:05 PM","2025-08-19 4:52:04 AM","NotSigned"
"factor.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","77490","2025-08-27 8:08:00 PM","2025-08-19 4:52:04 AM","NotSigned"
"rview.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","3770224","2025-08-27 8:08:01 PM","2025-08-19 4:52:04 AM","NotSigned"
"du.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","168410","2025-08-27 8:08:01 PM","2025-08-19 4:52:04 AM","NotSigned"
"dirmngr.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","388471","2025-08-27 8:08:01 PM","2025-08-19 4:52:04 AM","NotSigned"
"dos2unix.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","53862","2025-08-27 8:08:04 PM","2025-08-19 4:52:04 AM","NotSigned"
"df.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","104899","2025-08-27 8:08:00 PM","2025-08-19 4:52:04 AM","NotSigned"
"env.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","44180","2025-08-27 8:08:07 PM","2025-08-19 4:52:04 AM","NotSigned"
"diff.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","279886","2025-08-27 8:08:08 PM","2025-08-19 4:52:04 AM","NotSigned"
"df.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","104899","2025-08-27 8:08:00 PM","2025-08-19 4:52:04 AM","NotSigned"
"dirmngr-client.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","95151","2025-08-27 8:08:03 PM","2025-08-19 4:52:04 AM","NotSigned"
"dircolors.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","57476","2025-08-27 8:07:58 PM","2025-08-19 4:52:04 AM","NotSigned"
"dir.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","149479","2025-08-27 8:08:02 PM","2025-08-19 4:52:04 AM","NotSigned"
"dumpsexp.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","17060","2025-08-27 8:07:59 PM","2025-08-19 4:52:04 AM","NotSigned"
"dos2unix.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","53862","2025-08-27 8:08:04 PM","2025-08-19 4:52:04 AM","NotSigned"
"du.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","168410","2025-08-27 8:08:01 PM","2025-08-19 4:52:04 AM","NotSigned"
"diff3.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","60138","2025-08-27 8:08:05 PM","2025-08-19 4:52:04 AM","NotSigned"
"dirmngr-client.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","95151","2025-08-27 8:08:03 PM","2025-08-19 4:52:04 AM","NotSigned"
"diff.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","279886","2025-08-27 8:08:08 PM","2025-08-19 4:52:04 AM","NotSigned"
"dirmngr.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","388471","2025-08-27 8:08:01 PM","2025-08-19 4:52:04 AM","NotSigned"
"dumpsexp.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","17060","2025-08-27 8:07:59 PM","2025-08-19 4:52:04 AM","NotSigned"
"diff3.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","60138","2025-08-27 8:08:05 PM","2025-08-19 4:52:04 AM","NotSigned"
"env.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","44180","2025-08-27 8:08:07 PM","2025-08-19 4:52:04 AM","NotSigned"
"echo.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","35755","2025-08-27 8:08:03 PM","2025-08-19 4:52:04 AM","NotSigned"
"echo.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","35755","2025-08-27 8:08:03 PM","2025-08-19 4:52:04 AM","NotSigned"
"dircolors.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","57476","2025-08-27 8:07:58 PM","2025-08-19 4:52:04 AM","NotSigned"
"dir.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","149479","2025-08-27 8:08:02 PM","2025-08-19 4:52:04 AM","NotSigned"
"libcrypto-3-x64.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\mingw64\libexec\git-core","5122716","2025-08-27 8:08:08 PM","2025-08-19 4:52:04 AM","NotSigned"
"libcrypto-3-x64.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\mingw64\libexec\git-core","5122716","2025-08-27 8:08:08 PM","2025-08-19 4:52:04 AM","NotSigned"
"dash.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","108312","2025-08-27 8:08:09 PM","2025-08-19 4:52:04 AM","NotSigned"
"date.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","120177","2025-08-27 8:08:05 PM","2025-08-19 4:52:04 AM","NotSigned"
"libcrypto-3-x64.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\mingw64\bin","5122716","2025-08-27 8:08:05 PM","2025-08-19 4:52:04 AM","NotSigned"
"d2u.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","53862","2025-08-27 8:08:03 PM","2025-08-19 4:52:04 AM","NotSigned"
"libcrypto-3-x64.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\mingw64\bin","5122716","2025-08-27 8:08:05 PM","2025-08-19 4:52:04 AM","NotSigned"
"dash.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","108312","2025-08-27 8:08:09 PM","2025-08-19 4:52:04 AM","NotSigned"
"date.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","120177","2025-08-27 8:08:05 PM","2025-08-19 4:52:04 AM","NotSigned"
"dd.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","90732","2025-08-27 8:08:03 PM","2025-08-19 4:52:04 AM","NotSigned"
"dd.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","90732","2025-08-27 8:08:03 PM","2025-08-19 4:52:04 AM","NotSigned"
"d2u.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","53862","2025-08-27 8:08:03 PM","2025-08-19 4:52:04 AM","NotSigned"
"thread2811.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\mingw64\lib\thread2.8.11","152361","2025-08-27 8:08:02 PM","2025-08-19 4:52:04 AM","NotSigned"
"thread2811.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\mingw64\lib\thread2.8.11","152361","2025-08-27 8:08:02 PM","2025-08-19 4:52:04 AM","NotSigned"
"libcares-2.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\mingw64\libexec\git-core","282980","2025-08-27 8:07:59 PM","2025-08-19 4:52:04 AM","NotSigned"
"libbz2-1.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\mingw64\libexec\git-core","100964","2025-08-27 8:08:07 PM","2025-08-19 4:52:04 AM","NotSigned"
"libcares-2.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\mingw64\libexec\git-core","282980","2025-08-27 8:07:59 PM","2025-08-19 4:52:04 AM","NotSigned"
"libbz2-1.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\mingw64\libexec\git-core","100964","2025-08-27 8:08:07 PM","2025-08-19 4:52:04 AM","NotSigned"
"libbrotlienc.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\mingw64\libexec\git-core","756620","2025-08-27 8:08:06 PM","2025-08-19 4:52:04 AM","NotSigned"
"libbrotlidec.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\mingw64\libexec\git-core","60413","2025-08-27 8:08:05 PM","2025-08-19 4:52:04 AM","NotSigned"
"libbrotlicommon.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\mingw64\libexec\git-core","143429","2025-08-27 8:08:00 PM","2025-08-19 4:52:04 AM","NotSigned"
"platform-1.0.19.tm","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\mingw64\lib\tcl8\8.4","11258","2025-08-27 8:08:04 PM","2025-08-19 4:52:04 AM","UnknownError"
"libcares-2.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\mingw64\bin","282980","2025-08-27 8:08:10 PM","2025-08-19 4:52:04 AM","NotSigned"
"shell-1.1.4.tm","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\mingw64\lib\tcl8\8.4\platform","6001","2025-08-27 8:08:02 PM","2025-08-19 4:52:04 AM","UnknownError"
"libbrotlidec.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\mingw64\libexec\git-core","60413","2025-08-27 8:08:05 PM","2025-08-19 4:52:04 AM","NotSigned"
"libbrotlicommon.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\mingw64\libexec\git-core","143429","2025-08-27 8:08:00 PM","2025-08-19 4:52:04 AM","NotSigned"
"libbrotlicommon.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\mingw64\bin","143429","2025-08-27 8:08:04 PM","2025-08-19 4:52:04 AM","NotSigned"
"libbrotlidec.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\mingw64\bin","60413","2025-08-27 8:08:11 PM","2025-08-19 4:52:04 AM","NotSigned"
"libbz2-1.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\mingw64\bin","100964","2025-08-27 8:08:06 PM","2025-08-19 4:52:04 AM","NotSigned"
"libbrotlienc.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\mingw64\bin","756620","2025-08-27 8:08:06 PM","2025-08-19 4:52:04 AM","NotSigned"
"libbz2-1.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\mingw64\bin","100964","2025-08-27 8:08:06 PM","2025-08-19 4:52:04 AM","NotSigned"
"libcares-2.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\mingw64\bin","282980","2025-08-27 8:08:10 PM","2025-08-19 4:52:04 AM","NotSigned"
"libbrotlienc.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\mingw64\bin","756620","2025-08-27 8:08:06 PM","2025-08-19 4:52:04 AM","NotSigned"
"libbrotlicommon.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\mingw64\bin","143429","2025-08-27 8:08:04 PM","2025-08-19 4:52:04 AM","NotSigned"
"libbrotlidec.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\mingw64\bin","60413","2025-08-27 8:08:11 PM","2025-08-19 4:52:04 AM","NotSigned"
"libbrotlienc.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\mingw64\libexec\git-core","756620","2025-08-27 8:08:06 PM","2025-08-19 4:52:04 AM","NotSigned"
"platform-1.0.19.tm","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\mingw64\lib\tcl8\8.4","11258","2025-08-27 8:08:04 PM","2025-08-19 4:52:04 AM","UnknownError"
"shell-1.1.4.tm","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\mingw64\lib\tcl8\8.4\platform","6001","2025-08-27 8:08:02 PM","2025-08-19 4:52:04 AM","UnknownError"
"csplit.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","112205","2025-08-27 8:08:06 PM","2025-08-19 4:52:04 AM","NotSigned"
"cut.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","45102","2025-08-27 8:08:03 PM","2025-08-19 4:52:04 AM","NotSigned"
"cygwin-console-helper.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","45598","2025-08-27 8:07:58 PM","2025-08-19 4:52:04 AM","NotSigned"
"cp.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","114653","2025-08-27 8:08:07 PM","2025-08-19 4:52:04 AM","NotSigned"
"csplit.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","112205","2025-08-27 8:08:06 PM","2025-08-19 4:52:04 AM","NotSigned"
"cygpath.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","30174","2025-08-27 8:07:58 PM","2025-08-19 4:52:04 AM","NotSigned"
"cygcheck.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","251990","2025-08-27 8:08:11 PM","2025-08-19 4:52:04 AM","NotSigned"
"cut.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","45102","2025-08-27 8:08:03 PM","2025-08-19 4:52:04 AM","NotSigned"
"cygpath.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","30174","2025-08-27 8:07:58 PM","2025-08-19 4:52:04 AM","NotSigned"
"cygcheck.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","251990","2025-08-27 8:08:11 PM","2025-08-19 4:52:04 AM","NotSigned"
"cygwin-console-helper.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","45598","2025-08-27 8:07:58 PM","2025-08-19 4:52:04 AM","NotSigned"
"cp.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","114653","2025-08-27 8:08:07 PM","2025-08-19 4:52:04 AM","NotSigned"
"chattr.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","16358","2025-08-27 8:08:01 PM","2025-08-19 4:52:04 AM","NotSigned"
"chmod.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","58933","2025-08-27 8:08:02 PM","2025-08-19 4:52:04 AM","NotSigned"
"chgrp.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","66575","2025-08-27 8:08:11 PM","2025-08-19 4:52:04 AM","NotSigned"
"chcon.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","60112","2025-08-27 8:08:11 PM","2025-08-19 4:52:04 AM","NotSigned"
"bzcat.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","92176","2025-08-27 8:08:11 PM","2025-08-19 4:52:04 AM","NotSigned"
"bunzip2.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","92176","2025-08-27 8:08:11 PM","2025-08-19 4:52:04 AM","NotSigned"
"captoinfo.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","80896","2025-08-27 8:08:02 PM","2025-08-19 4:52:04 AM","NotSigned"
"bzip2recover.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","14653","2025-08-27 8:07:58 PM","2025-08-19 4:52:04 AM","NotSigned"
"bzip2.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","92176","2025-08-27 8:08:01 PM","2025-08-19 4:52:04 AM","NotSigned"
"chown.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","69199","2025-08-27 8:08:10 PM","2025-08-19 4:52:04 AM","NotSigned"
"bunzip2.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","92176","2025-08-27 8:08:11 PM","2025-08-19 4:52:04 AM","NotSigned"
"clear.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","10752","2025-08-27 8:08:04 PM","2025-08-19 4:52:04 AM","NotSigned"
"bzip2.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","92176","2025-08-27 8:08:01 PM","2025-08-19 4:52:04 AM","NotSigned"
"bzcat.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","92176","2025-08-27 8:08:11 PM","2025-08-19 4:52:04 AM","NotSigned"
"comm.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","40237","2025-08-27 8:08:00 PM","2025-08-19 4:52:04 AM","NotSigned"
"cksum.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","37068","2025-08-27 8:08:07 PM","2025-08-19 4:52:04 AM","NotSigned"
"column.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","49958","2025-08-27 8:08:00 PM","2025-08-19 4:52:04 AM","NotSigned"
"chmod.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","58933","2025-08-27 8:08:02 PM","2025-08-19 4:52:04 AM","NotSigned"
"chgrp.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","66575","2025-08-27 8:08:11 PM","2025-08-19 4:52:04 AM","NotSigned"
"chroot.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","43648","2025-08-27 8:08:07 PM","2025-08-19 4:52:04 AM","NotSigned"
"chown.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","69199","2025-08-27 8:08:10 PM","2025-08-19 4:52:04 AM","NotSigned"
"captoinfo.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","80896","2025-08-27 8:08:02 PM","2025-08-19 4:52:04 AM","NotSigned"
"bzip2recover.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","14653","2025-08-27 8:07:58 PM","2025-08-19 4:52:04 AM","NotSigned"
"chcon.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","60112","2025-08-27 8:08:11 PM","2025-08-19 4:52:04 AM","NotSigned"
"chattr.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","16358","2025-08-27 8:08:01 PM","2025-08-19 4:52:04 AM","NotSigned"
"comm.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","40237","2025-08-27 8:08:00 PM","2025-08-19 4:52:04 AM","NotSigned"
"chroot.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","43648","2025-08-27 8:08:07 PM","2025-08-19 4:52:04 AM","NotSigned"
"column.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","49958","2025-08-27 8:08:00 PM","2025-08-19 4:52:04 AM","NotSigned"
"cmp.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","55905","2025-08-27 8:08:03 PM","2025-08-19 4:52:04 AM","NotSigned"
"cmp.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","55905","2025-08-27 8:08:03 PM","2025-08-19 4:52:04 AM","NotSigned"
"cksum.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","37068","2025-08-27 8:08:07 PM","2025-08-19 4:52:04 AM","NotSigned"
"clear.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","10752","2025-08-27 8:08:04 PM","2025-08-19 4:52:04 AM","NotSigned"
"rmt.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\lib\tar","54738","2025-08-27 8:08:03 PM","2025-08-19 4:52:04 AM","NotSigned"
"ssh-sk-helper.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\lib\ssh","355819","2025-08-27 8:08:11 PM","2025-08-19 4:52:04 AM","NotSigned"
"ssh-pkcs11-helper.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\lib\ssh","360535","2025-08-27 8:08:02 PM","2025-08-19 4:52:04 AM","NotSigned"
"sftp-server.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\lib\ssh","142935","2025-08-27 8:08:07 PM","2025-08-19 4:52:04 AM","NotSigned"
"ssh-keysign.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\lib\ssh","456430","2025-08-27 8:07:59 PM","2025-08-19 4:52:04 AM","NotSigned"
"ssh-keysign.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\lib\ssh","456430","2025-08-27 8:07:59 PM","2025-08-19 4:52:04 AM","NotSigned"
"sftp-server.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\lib\ssh","142935","2025-08-27 8:08:07 PM","2025-08-19 4:52:04 AM","NotSigned"
"ssh-pkcs11-helper.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\lib\ssh","360535","2025-08-27 8:08:02 PM","2025-08-19 4:52:04 AM","NotSigned"
"rmt.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\lib\tar","54738","2025-08-27 8:08:03 PM","2025-08-19 4:52:04 AM","NotSigned"
"ssh-sk-helper.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\lib\ssh","355819","2025-08-27 8:08:11 PM","2025-08-19 4:52:04 AM","NotSigned"
"rnano.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","380408","2025-08-27 8:08:08 PM","2025-08-19 4:52:04 AM","NotSigned"
"runcon.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","34817","2025-08-27 8:08:07 PM","2025-08-19 4:52:04 AM","NotSigned"
"ptx.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","130279","2025-08-27 8:08:01 PM","2025-08-19 4:52:04 AM","NotSigned"
"realpath.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","49576","2025-08-27 8:08:04 PM","2025-08-19 4:52:04 AM","NotSigned"
"rebase.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","917446","2025-08-27 8:07:58 PM","2025-08-19 4:52:04 AM","NotSigned"
"psl.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","17570","2025-08-27 8:07:59 PM","2025-08-19 4:52:04 AM","NotSigned"
"pwd.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","36148","2025-08-27 8:08:01 PM","2025-08-19 4:52:04 AM","NotSigned"
"ptx.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","130279","2025-08-27 8:08:01 PM","2025-08-19 4:52:04 AM","NotSigned"
"regtool.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","26554","2025-08-27 8:08:08 PM","2025-08-19 4:52:04 AM","NotSigned"
"runcon.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","34817","2025-08-27 8:08:07 PM","2025-08-19 4:52:04 AM","NotSigned"
"psl.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","17570","2025-08-27 8:07:59 PM","2025-08-19 4:52:04 AM","NotSigned"
"rnano.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","380408","2025-08-27 8:08:08 PM","2025-08-19 4:52:04 AM","NotSigned"
"reset.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","20992","2025-08-27 8:08:09 PM","2025-08-19 4:52:04 AM","NotSigned"
"rmdir.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","62247","2025-08-27 8:08:07 PM","2025-08-19 4:52:04 AM","NotSigned"
"pwd.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Library\usr\bin","36148","2025-08-27 8:08:01 PM","2025-08-19 4:52:04 AM","NotSigned"
"regtool.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\bin","26554","2025-08-27 8:08:08 PM","2025-08-19 4:52:04 AM","NotSigned"
